ExtractDate,OrganisationURI,OrganisationLabel,ServiceTypeURI,ServiceTypeLabel,Site Name,Elect Cons (kWh),Elect CO2 (tonnes),Gas Cons (kWh),Gas CO2 (tonnes),Total CO2 (tonnes),Total kWh
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Care Home - 15 Norman Place,9290,5.02589,26865.44,4.932494784,9.958384784,36155.44
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Care Home - 164 - 166 Brooklands Avenue,16041,8.678181,56309.57,10.33843705,19.01661805,72350.57
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Care Home - 174 Brooklands Avenue,10063,5.444083,43455.06,7.978349016,13.42243202,53518.06
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Care Home - 2 Cross Heath Grove,18555,10.038255,51882.7,9.52566372,19.56391872,70437.7
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Care Home - 4 Zoar Street,3677,1.989257,37020.08,6.796886688,8.786143688,40697.08
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Care Home - Dolphin Manor Home for Older People,128492,69.514172,11608.82,2.131379352,71.64555135,140100.82
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Care Home - Home Lea House Home for Older People,111538,60.342058,475652.45,87.32978982,147.6718478,587190.45
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Care Home - Knowle Manor Home for Older People,88554,47.907714,531176.63,97.52402927,145.4317433,619730.63
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Care Home - Manorfield Home for Older People,115736,62.613176,453729.84,83.30479862,145.9179746,569465.84
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Care Home - Middlecross Home for Older People,173464,93.844024,686828.06,126.1016318,219.9456558,860292.06
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Care Home - Primrose Hill Home for Older People,100820,54.54362,538356.33,98.84222219,153.3858422,639176.33
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Care Home - Richmond House Home For Older People,133486,72.215926,497400.41,91.32271528,163.5386413,630886.41
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Care Home - Roos Court,3705,2.004405,31140.24,5.717348064,7.721753064,34845.24
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Care Home - Siegen Manor Home for Older People,161169,87.192429,593906.45,109.0412242,196.2336532,755075.45
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Care Home - South Leeds Independence Centre,157349,85.125809,527788.15,96.90190434,182.0277133,685137.15
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Care Home - Spring Gardens Home for Older People,102054,55.211214,517915.3,95.08924908,150.3004631,619969.3
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Care Home - Suffolk Court Home for Older People,113504,61.405664,655816.56,120.4079204,181.8135844,769320.56
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Care Home - The Green Home for Older People,68406,37.007646,664254.47,121.9571207,158.9647667,732660.47
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Care Home - Wellstone Drive,12464,6.743024,59596.18,10.94185865,17.68488265,72060.18
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Caretakers Premises - Specialist Inclusive Learning Centre - North East - West Oaks School - Boston Spa,7081,3.830821,35105.42,6.445355112,10.27617611,42186.42
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Cemetery - Armley,1767,0.955947,0,0,0.955947,1767
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Cemetery - Gildersome,0,0,0,0,0,0
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Cemetery - Guiseley,0,0,0,0,0,0
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Cemetery - Harehills,3213,1.738233,0,0,1.738233,3213
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Cemetery - Horsforth,5734,3.102094,0,0,3.102094,5734
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Cemetery - Hunslet,14147,7.653527,10681.13,1.961055468,9.614582468,24828.13
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Cemetery - Lawnswood ,11141,6.027281,0,0,6.027281,11141
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Cemetery - Lofthouse,0,0,0,0,0,0
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Cemetery - Morley,0,0,0,0,0,0
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Cemetery - New Farnley,0,0,0,0,0,0
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Cemetery - Otley,0,0,0,0,0,0
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Cemetery - Pudsey,0,0,0,0,0,0
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Cemetery - Rothwell,0,0,0,0,0,0
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Cemetery - Yeadon,122,0.066002,0,0,0.066002,122
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Changing Pavilion - Admiral Street Sports Pavilion,2342,1.267022,0,0,1.267022,2342
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Changing Pavilion - Bedquilts,5194,2.809954,0,0,2.809954,5194
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Changing Pavilion - Bramley Bowling Pavilion,0,0,0,0,0,0
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Changing Pavilion - Bramley Falls Sports Changing Rooms,3529,1.909189,4474.53,0.821523708,2.730712708,8003.53
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Changing Pavilion - Brigshaw Lane Bowling Pavilion,318,0.172038,0,0,0.172038,318
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Changing Pavilion - Burley Park Bowls & Tennis Pavilion,0,0,0,0,0,0
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Changing Pavilion - Chapel Allerton Park Pavilion,2310,1.24971,0,0,1.24971,2310
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Changing Pavilion - Cliff Park Pavilion,0,0,0,0,0,0
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Changing Pavilion - Cranmore & Raylands Bowling Pavilion,0,0,0,0,0,0
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Changing Pavilion - Cranmore & Raylands Football Changing Pavilion,3263,1.765283,0,0,1.765283,3263
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Changing Pavilion - Cross Flatts Park Pavilion,4470,2.41827,0,0,2.41827,4470
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Changing Pavilion - Cross Flatts Park Veterans Shelter,13788,7.459308,0,0,7.459308,13788
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Changing Pavilion - East Ardsley Recreation Ground Changing Room,3454,1.868614,1022.89,0.187802604,2.056416604,4476.89
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Changing Pavilion - East End Park Football Changing Pavilion,2444,1.322204,7192.26,1.320498936,2.642702936,9636.26
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Changing Pavilion - Farnley Lane Bowling Club,402,0.217482,0,0,0.217482,402
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Changing Pavilion - Fearnville Bowling Club,1781,0.963521,0,0,0.963521,1781
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Changing Pavilion - Garforth Barleyhill Recreation Pavilion,30312,16.398792,0,0,16.398792,30312
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Changing Pavilion - Gildersome Bowling Pavilion,758,0.410078,0,0,0.410078,758
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Changing Pavilion - Glen Road Sports Facility & Changing Rooms,10386,5.618826,0,0,5.618826,10386
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Changing Pavilion - Greenbottom Bowling Pavilion,649,0.351109,0,0,0.351109,649
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Changing Pavilion - Grove Hill Bowling Club,732,0.396012,0,0,0.396012,732
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Changing Pavilion - Grove Road Bowling Pavilion,628,0.339748,0,0,0.339748,628
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Changing Pavilion - Halton Dene Bowling Pavilion,1762,0.953242,0,0,0.953242,1762
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Changing Pavilion - Harehills Park Bowling Pavilion,12276,6.641316,0,0,6.641316,12276
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Changing Pavilion - Hembrigg Changing Rooms,1267,0.685447,0,0,0.685447,1267
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Changing Pavilion - Holt Park Bowling Pavilion,1293,0.699513,0,0,0.699513,1293
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Changing Pavilion - Hunslet Parkside Changing Rooms,1719,0.929979,23887.62,4.385767032,5.315746032,25606.62
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Changing Pavilion - Kippax Football Changing Rooms,17973,9.723393,0,0,9.723393,17973
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Changing Pavilion - Meanwood Park Bowls Pavilion,2234,1.208594,0,0,1.208594,2234
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Changing Pavilion - Methley Playing Fields Changing Rooms,140.9,0.0762269,0,0,0.0762269,140.9
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Changing Pavilion - Micklefield Park Bowling Green,8713,4.713733,0,0,4.713733,8713
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Changing Pavilion - Micklefield Park Football Changing Pavilion,0,0,0,0,0,0
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Changing Pavilion - Middleton Park Golf Club House,25969,14.049229,55613.25,10.2105927,24.2598217,81582.25
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Changing Pavilion - Millshaw Changing Rooms,1190,0.64379,0,0,0.64379,1190
42037,http://opendatacommunities.org/id/metropolitan-district-council/leeds,Leeds,http://id.esd.org.uk/metricType/440,CO2 emissions estimates - total,Changing Pavilion - Moorland Road Changing Rooms,10585,5.726485,0,0,5.726485,10585
